"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"AT3G24463"	-0.464732092877842	3.10911522530064	-1.53176636553579	0.140715481770699	0.271786911831256	-5.23177568974121
"AT2G13800"	-0.232834098484957	3.15950239621531	-1.53166159529924	0.140741246290432	0.271810490528304	-5.23067555520766
"AT3G29185"	-0.516959016561145	3.35874474660184	-1.53161186147036	0.140753477922532	0.271810490528304	-5.29085713233246
"AT1G14990"	0.325078367857619	3.30994507241063	1.53147839714469	0.140786306728162	0.271848982855149	-5.31090167607528
"AT5G18270"	-0.49509192547804	5.12022383934153	-1.53140889769988	0.140803404313467	0.271857094974161	-5.56425127601637
"AT3G56040"	-0.617572514337496	4.28175024844675	-1.53129673454572	0.140831001228896	0.271885475401146	-5.44886663227621
"AT3G47750"	-2.721884850929	-0.511860216138975	-1.53104024687022	0.140894124901847	0.271982431587083	-4.42241769853522
"AT4G31250"	-0.718245127934956	4.67216982874552	-1.53042173920604	0.141046440640192	0.272251530875859	-5.47906843403187
"AT3G11530"	-0.148025462131396	4.69982400279153	-1.52980580222832	0.141198258310724	0.272519619592571	-5.5277586375339
"AT1G19860"	0.15300846972725	4.35131610702807	1.52967502386359	0.141230510231411	0.27255558992561	-5.47236236117472
"AT3G56870"	0.42942002895849	2.52603449868041	1.52953559462182	0.141264902282848	0.27255558992561	-5.14310872451951
"AT1G15250"	0.256806848179365	3.7540282612853	1.52951926553082	0.141268930519268	0.27255558992561	-5.36847231496483
"AT4G24990"	-0.223671963368072	5.95561246108653	-1.52948476955961	0.141277440669341	0.27255558992561	-5.66414248396554
"AT1G26560"	-1.35312429495932	1.83961886111487	-1.52946814043774	0.141281543221876	0.27255558992561	-4.89231493326571
"AT3G09700"	0.349163883386563	2.8602077210472	1.52926816212395	0.141330887351813	0.272625833215247	-5.19534178728005
"AT5G45000"	-0.625016083639731	1.99890367453479	-1.52910501818633	0.141371153224321	0.272678553387199	-4.97648390396075
"AT1G20980"	-0.153345130190915	7.12293765688053	-1.52904303285172	0.141386454425877	0.272683116129688	-5.69246980233994
"AT5G27750"	0.259748941964779	2.94500019680352	1.52892611091229	0.141415320554988	0.272713837462184	-5.22001882832257
"AT1G33350"	0.357601871734301	1.84398608977203	1.52879242474596	0.141448331456257	0.272752545471817	-4.97358899304186
"AT2G30150"	-0.457728949872529	3.52465594517038	-1.52858670580227	0.141499141706399	0.272825565459699	-5.319166086973
"AT4G14500"	0.109974067776535	6.2479421820724	1.52830739237252	0.141568153056308	0.27290941344962	-5.6806855316742
"AT4G30320"	-0.923197298936407	3.93888624049305	-1.52830590090413	0.141568521635275	0.27290941344962	-5.32596503680167
"AT3G17380"	0.434886915239306	2.68735831850591	1.52815478059623	0.141605871328157	0.272920788585668	-5.17490127696223
"AT2G25410"	-1.00977617081014	0.415916291623589	-1.52814776093781	0.141607606448576	0.272920788585668	-4.69234415590731
"AT4G01350"	-0.428492662369325	4.7198436069626	-1.52812487681604	0.141613263071634	0.272920788585668	-5.50288129976188
"AT4G26510"	0.17229845191574	4.78112239178468	1.52785834340034	0.141679159992998	0.273022825912094	-5.55650482172931
"AT4G17740"	-0.43578494379039	3.12302531783427	-1.52769783875873	0.141718854876472	0.273066434051013	-5.23719625788676
"AT1G27430"	-0.145698621190859	6.2478682712255	-1.52762853971755	0.141735996264347	0.273066434051013	-5.68162335865163
"AT1G67820"	-0.259903710403234	2.45672467874952	-1.52760972311418	0.141740650919648	0.273066434051013	-5.12530648885334
"AT5G52320"	-0.657811055127902	0.103961480368638	-1.52752921713044	0.141760567074555	0.273079845922656	-4.70616336101894
"AT1G19680"	0.133782471326378	4.9294413127171	1.5272030379027	0.141841283277494	0.273210366546928	-5.55368384368341
"AT2G02170"	0.272955022489882	4.08806614278284	1.52673054427208	0.141958273596684	0.273408885665915	-5.43009919105513
"AT5G38610"	-0.38876192823512	4.31939749959154	-1.52668204102163	0.141970287594834	0.273408885665915	-5.48333591356254
"AT2G34620"	-2.58706626379849	2.07643446610921	-1.52649461054493	0.142016721009642	0.273473324096396	-4.87848447463995
"AT5G49890"	-0.360245081639325	6.57680972405352	-1.52640588078649	0.142038706996711	0.273490678068201	-5.68980947667715
"AT1G67490"	0.189573885780622	5.00339218273792	1.52623274932449	0.14208161461908	0.273548309084867	-5.58173388439446
"AT1G52155"	-0.30461536511504	3.8481320437127	-1.52603318942622	0.142131085325935	0.273618564262165	-5.4156365390545
"AT5G05410"	0.497911251573125	3.86174136855325	1.52592654014862	0.142157529400752	0.273628995605135	-5.41312343336315
"AT1G07000"	-0.597127598633995	5.28232916788118	-1.52590663707368	0.142162464889347	0.273628995605135	-5.57134964012074
"AT5G02150"	0.175827857915039	3.51506727673191	1.52563694303839	0.142229356513084	0.273732752241013	-5.29528464111564
"AT5G64430"	-0.24611587770752	6.11780308220788	-1.5255579490821	0.142248954123587	0.273745476805296	-5.67784162125267
"AT1G74070"	-1.9553097285023	1.95088050260186	-1.52520589471314	0.142336322357832	0.273888605687183	-4.86705424529087
"AT1G44760"	0.345220248200738	3.57307682286748	1.52486531797135	0.142420884308783	0.27402630898404	-5.30478403605244
"AT4G16146"	0.269648048664951	0.733303683648193	1.52462126682375	0.142481505338242	0.27409890083632	-4.81698885793629
"AT2G15430"	0.229657502426875	4.94982088654583	1.52460873651241	0.14248461837592	0.27409890083632	-5.58735736149934
"AT5G27690"	0.392323452036879	2.7293867883275	1.52416225156747	0.142595579936568	0.274287327772868	-5.16961988152078
"AT5G21950"	0.345846183698835	4.28372092797167	1.52402843444103	0.142628850370669	0.274326292501251	-5.45866595652807
"AT5G18610"	-0.138236435952881	5.51421851427465	-1.52391276508787	0.142657613947958	0.27435658261317	-5.64057652428356
"AT3G60720"	-0.441637140735152	3.03827891421933	-1.52377217016884	0.14269258221813	0.274398798865004	-5.28103855171844
"AT4G24890"	0.725014430020959	-0.848082607695765	1.52369607547348	0.142711511166616	0.274410166504814	-4.53602059558807
"AT2G20760"	0.215063488690414	7.77106121346751	1.52325501957812	0.142821266851171	0.274596160636874	-5.6992171891351
"AT1G51350"	-0.201422006851418	4.55089041176717	-1.52302399347396	0.142878784881788	0.274678821431468	-5.50491022896887
"AT1G64040"	-0.14963159984409	6.63732418369632	-1.52297766895962	0.1428903204847	0.274678821431468	-5.69729061938261
"AT5G61440"	0.27727051032659	5.35265935921989	1.52267773489326	0.142965027806389	0.27478953287842	-5.62919210683513
"AT5G10160"	0.176364108647243	5.67367905732834	1.52264178369644	0.142973984658943	0.27478953287842	-5.65688027985584
"AT1G10070"	-2.08330594286749	1.22073418667285	-1.52248108388027	0.143014026934422	0.274841433838784	-4.72268281883165
"AT3G05920"	-0.445278845243892	4.89577782711049	-1.52235531246453	0.14304537239143	0.274864773620833	-5.56397380439761
"AT5G42210"	-0.562565590085196	4.02187164999454	-1.5223277193212	0.143052250066136	0.274864773620833	-5.44057401947202
"AT5G35170"	-0.846766706162242	4.39872302986165	-1.52226589076603	0.143067662010081	0.274869332407264	-5.45333734639163
"AT4G13235"	0.314393173831461	4.23489471870791	1.52198000206429	0.143138942992741	0.27498121920049	-5.50176683613571
"AT1G49245"	0.260861144865316	2.59086985914931	1.5218116040095	0.143180943575067	0.275033941542063	-5.15230008635919
"AT2G07667"	1.1618220285354	-1.54060419748372	1.52174583271919	0.143197350514083	0.275033941542063	-4.42793448743681
"AT2G23420"	-0.20125090036738	4.69556891977762	-1.52169128896974	0.143210957867857	0.275033941542063	-5.53878818007331
"AT3G62260"	-0.33814164331907	4.68567375785476	-1.52166075539191	0.143218575726149	0.275033941542063	-5.52677244284698
"AT1G06470"	0.176962280567403	5.04820205937589	1.52119078087738	0.143335872327366	0.275234121758141	-5.60379298408675
"AT2G46580"	-0.220618304136248	3.27434788595298	-1.52111729166266	0.143354220972546	0.275244282548617	-5.27657768360078
"AT5G63510"	0.133550625759686	6.61949327935826	1.52097449360156	0.143389880047299	0.275287674990625	-5.70109114465361
"AT2G36410"	0.194080476605509	6.31766739902486	1.52049140594727	0.143510569305061	0.275469869496561	-5.69870129773842
"AT3G13782"	-0.536043406936105	3.92618356880553	-1.52044236313614	0.143522826291865	0.275469869496561	-5.39452649085941
"AT3G45060"	2.90068990772651	-1.01326611856739	1.52036197630429	0.143542918773164	0.275469869496561	-4.40185912667218
"AT1G19220"	0.164975868444757	5.54585333893769	1.5203360733316	0.143549393647723	0.275469869496561	-5.64825889402468
"AT3G53110"	0.128404751673915	6.89109919614178	1.52033317009402	0.14355011937475	0.275469869496561	-5.7044918965276
"AT4G01760"	0.556189531696966	0.255527243507068	1.52021770397321	0.143578985078275	0.275500182545971	-4.68200764423148
"AT1G68080"	0.301011006933525	2.42744049059472	1.52015663810071	0.143594253041108	0.275504401029085	-5.12784015451559
"AT5G58250"	-0.862103470035507	3.97133208326569	-1.51992002728695	0.143653424160087	0.275541672351634	-5.37910664905408
"AT3G16710"	0.42628478402314	1.24299854024506	1.51988263110831	0.143662777952065	0.275541672351634	-4.87694742601078
"AT5G07020"	-1.21429098433081	4.23810975848661	-1.51987232638023	0.143665355530354	0.275541672351634	-5.41916619166788
"AT4G28080"	-1.94522998759589	5.91424912911936	-1.51986989389978	0.143665963985617	0.275541672351634	-5.5800568603853
"AT4G30560"	-0.667123572279293	4.75687221040487	-1.51964731963702	0.143721647196444	0.27562339182142	-5.54210602339304
"AT4G07855"	0.41648437162329	1.17981113988397	1.51952803966141	0.143751495747849	0.275655556296248	-4.84094368430098
"AT5G15300"	0.443089500610487	0.548597852748562	1.51934813833757	0.143796523802073	0.275680015892685	-4.75718553775839
"AT5G20070"	0.123474972917544	6.14718136109662	1.51931530497967	0.143804743016648	0.275680015892685	-5.69178093183472
"AT2G20820"	0.141355851075725	7.20792117416981	1.51927447904874	0.143814963561164	0.275680015892685	-5.7062272092941
"AT5G38410"	-3.68207862029418	6.84804601524064	-1.51926809282588	0.143816562370582	0.275680015892685	-5.50738554394397
"AT3G54870"	-0.763077612844517	3.81782740572538	-1.51900585222765	0.143882227701627	0.275780811052036	-5.36079105454698
"AT2G35710"	-0.528401926122357	4.16063280791204	-1.51886650355077	0.143917130801516	0.275787676197612	-5.44219864551162
"AT1G53025"	-0.236990444670306	3.68824209742485	-1.51882799396345	0.143926777647511	0.275787676197612	-5.38131271948987
"AT2G34840"	-0.270534471673618	3.95048588959756	-1.5188090490126	0.143931523648632	0.275787676197612	-5.44047241281366
"AT5G11540"	-0.270808097609629	4.01381848804638	-1.51878263468189	0.143938141059114	0.275787676197612	-5.43320019548899
"AT1G23360"	0.259401042188462	2.59066067451523	1.51869085884493	0.143961135009168	0.275806664181883	-5.1487381143341
"AT5G46270"	-0.605407273375	3.11839413174158	-1.51823049853262	0.144076521469119	0.276002642000093	-5.19746772894966
"AT1G50950"	0.502099904316124	0.261247531013783	1.51788216394373	0.144163879948792	0.27613277645654	-4.68112011756697
"AT1G72050"	0.2137427273573	4.8598242539796	1.51785516943966	0.144170651692632	0.27613277645654	-5.581348646129
"AT1G12290"	-0.347792962509969	3.40669517729312	-1.51771841176026	0.144204962252505	0.276161508353339	-5.28033142632398
"AT3G27906"	0.240388871137135	3.50969297985231	1.51769094502126	0.144211854077493	0.276161508353339	-5.32412969862446
"AT2G30210"	-0.567153319436128	7.51744303736682	-1.51712379394857	0.144354221543794	0.27640902808095	-5.70853539493476
"AT3G27850"	-1.09148601682154	5.00682278072279	-1.51692940113041	0.14440304504374	0.276467911020741	-5.54236478256881
"AT5G65687"	-0.196416781295439	4.33357129578852	-1.51685067900249	0.144422820676779	0.276467911020741	-5.49261079892776
"AT3G07810"	0.137832014371625	6.75658184162376	1.51684471647131	0.144424318603435	0.276467911020741	-5.70856304195688
"AT2G19260"	0.189006182745202	3.37906050960584	1.5166040690356	0.144484785511144	0.276558547042125	-5.3211927968945
"AT2G28550"	-0.179671988396927	6.61644306871202	-1.51646458537435	0.14451984277146	0.276600534376465	-5.70825681051974
"AT2G12550"	0.240924575810939	3.3249878083925	1.51631194833161	0.144558213967679	0.276648856145135	-5.29555274310794
"AT1G30640"	-0.410140014553044	5.18806645318937	-1.51615047318179	0.144598816084504	0.27670009921768	-5.60634133747191
"AT3G04880"	-0.172118343138169	6.11073554308189	-1.51610106039619	0.144611242556033	0.27670009921768	-5.69067374130111
"AT2G41530"	0.134690730128595	6.52465718118624	1.51591296488683	0.144658553400136	0.276765502421026	-5.70602425862861
"AT3G57550"	0.177687851369667	6.60061090507574	1.51566179436568	0.144721749077541	0.276861282380849	-5.70640058302996
"AT3G56460"	-0.0953085075404898	6.05464033459989	-1.515560249934	0.144747304576291	0.276885043599656	-5.6883755373474
"AT2G45100"	0.310385735935322	2.35198008760086	1.51546230412434	0.144771957933	0.276902911197864	-5.10405111089946
"AT4G27290"	-0.915784358304803	3.08746213908975	-1.51541876962528	0.144782916851179	0.276902911197864	-5.17916180132226
"AT2G01930"	-0.192801270410702	4.78260991399386	-1.51498892124045	0.144891159004977	0.277066710670705	-5.56540647818081
"AT5G01350"	0.114387689945804	6.45273491569083	1.51497427199998	0.144894849071815	0.277066710670705	-5.70528785422162
"AT5G48830"	0.313170802832895	3.66221193983558	1.51465260695803	0.14497589429019	0.277136364298268	-5.34797691773706
"AT3G26070"	-0.972152882842855	3.92826263653062	-1.51464915752325	0.144976763595609	0.277136364298268	-5.37063938828437
"AT3G56240"	0.241169373460527	7.67543632262617	1.5145718505258	0.14499624715594	0.277136364298268	-5.71245916599983
"AT2G17930"	0.184296271787951	7.49958411551676	1.51456423892664	0.144998165611669	0.277136364298268	-5.71251797584085
"AT4G38860"	-2.1753842112953	-0.282174225267547	-1.51455623268262	0.145000183557677	0.277136364298268	-4.56358652949595
"AT2G03110"	0.469288884295153	-0.126005433558478	1.51451666631804	0.14501015646157	0.277136364298268	-4.67170797520279
"AT3G58680"	-0.0953494769041239	6.58531001602316	-1.51442936597893	0.145032162952251	0.277153294808581	-5.71033409871926
"AT5G20840"	-0.125075745107722	6.3282165396215	-1.51425303718469	0.145076619928327	0.277213120747747	-5.70146808463666
"AT1G01250"	-1.60270414789605	-3.13165732446644	-1.51394853524878	0.145153418997336	0.277329089264843	-4.38615179244578
"AT3G29270"	-0.144904639150439	4.63659106326139	-1.51390808755045	0.14516362291026	0.277329089264843	-5.53115042024081
"AT1G05385"	-0.598764212359106	2.34338761480112	-1.51363874320963	0.145231586593196	0.277424404676487	-5.06188976214056
"AT3G45400"	0.20456736122091	3.56490717285635	1.51360605976463	0.145239835389455	0.277424404676487	-5.33922874628118
"AT1G75350"	-0.97983421313825	4.71871523306911	-1.51349429656098	0.145268045604892	0.277453148622916	-5.51336701146137
"AT1G02840"	0.146544904046367	6.99611184471879	1.51343650562262	0.145282634416094	0.277455873662915	-5.71425134377725
"AT3G02180"	0.132112698338161	5.66006583539538	1.51329101673931	0.145319367130728	0.277500884057952	-5.66587505149056
"AT4G06685"	-0.554036820843337	-0.119528522877784	-1.51323240136924	0.145334168368449	0.277504009891929	-4.6053132957844
"AT5G19000"	-0.164427638295414	5.86931599628002	-1.51311748288147	0.145363190562982	0.277519444479548	-5.68126210943579
"AT1G73540"	-0.387261373745288	3.53831137253908	-1.51309613710644	0.145368581875862	0.277519444479548	-5.30525771787682
"AT3G62070"	0.579494948135421	1.14303750149775	1.51280921416137	0.145441066099884	0.27763267892652	-4.89745024541581
"AT3G48430"	0.123497845390188	5.83377182986355	1.5126769081827	0.145474500049647	0.277671356487375	-5.68492622680786
"AT5G40930"	-0.178866356863801	4.54384425162264	-1.51227405583405	0.145576340439121	0.277815471677918	-5.54111553239619
"AT1G68585"	0.488094389703389	1.46517228321276	1.51227397259686	0.145576361487395	0.277815471677918	-4.91138563960323
"AT1G61460"	0.474116140052134	0.731829306568784	1.51183995611788	0.145686145691394	0.277999814535582	-4.78733542657873
"AT2G35190"	0.28997137692657	5.5707013206109	1.51173958580915	0.145711543984259	0.278023112526084	-5.66760909286284
"AT5G24570"	-0.684987937239455	2.21261165589758	-1.51143487203627	0.145788672840846	0.278120165502841	-5.03962935009169
"AT5G41160"	-0.317901050301991	1.36392138441203	-1.51143438386602	0.145788796432941	0.278120165502841	-4.92856950927596
"AT4G21445"	-3.8453193407681	-0.0151568781945794	-1.51134158130479	0.145812293207663	0.278139819094882	-4.44590622436422
"AT1G09020"	-0.143790188189933	6.12457301958387	-1.51122638084097	0.145841465258978	0.27817029385263	-5.6992324258478
"AT1G60700"	0.298646324355073	2.13658076543961	1.51109449810281	0.145874867626602	0.278208831047568	-5.07937738275756
"AT1G31340"	0.166082694664254	5.58516480261009	1.51088781438556	0.14592722772474	0.278283513699794	-5.67351939601683
"AT1G03370"	-0.249783609059008	5.91869567363012	-1.51056470597779	0.146009113141693	0.278414482589497	-5.68542850963432
"AT1G30140"	-0.926214362569223	-0.421896760100563	-1.51038254630665	0.146055294535386	0.27847735246074	-4.63709406864661
"AT5G07572"	-0.908239325451989	-0.724920573191655	-1.51010442429705	0.14612582759238	0.278584206168596	-4.60718351408785
"AT5G49960"	0.285981289939414	4.30794046786326	1.5100573520208	0.14613776811254	0.278584206168596	-5.51349267700733
"AT1G06780"	-0.203820177398854	5.758006878668	-1.5099836634858	0.146156461816527	0.278593874649847	-5.68323463372925
"AT5G44900"	-0.564499499907576	1.38746509457925	-1.50993317163997	0.146169271993706	0.278593874649847	-4.92396296066102
"AT1G05180"	0.171086354707664	5.52758785288564	1.5097645704514	0.146212054119137	0.278650221574126	-5.66846188623867
"AT5G41920"	-0.336241341889362	2.47146332532887	-1.50967835631672	0.146233934712153	0.278656943009137	-5.10169275493811
"AT5G11290"	-0.960693526249056	0.900870350104965	-1.50964650520629	0.146242018999529	0.278656943009137	-4.73453734839065
"AT1G16905"	-0.86469890302014	1.17652747839424	-1.50933166360877	0.146321950248394	0.278784048376369	-4.83396417981723
"AT1G70450"	-0.88682949312007	1.17284635248921	-1.50876846689117	0.146465022817525	0.278992763287405	-4.8527701999065
"AT5G58740"	-0.166124972609719	5.53478745341307	-1.50875377956131	0.146468755473205	0.278992763287405	-5.66241829496119
"AT1G27530"	0.12767508092838	6.19490682524697	1.50874415809773	0.146471200725887	0.278992763287405	-5.70860421980288
"AT5G48630"	0.212076693708871	3.54963178706999	1.50853394903257	0.146524632803961	0.279069322326302	-5.34954279765001
"AT1G04550"	0.19874725533977	4.44367389808098	1.50843694730488	0.146549294625065	0.279077702298363	-5.5335914867418
"AT1G16560"	0.151169518205493	6.43511702971484	1.50841250009478	0.146555510647195	0.279077702298363	-5.71421557274301
"AT1G66880"	-0.262711533863055	4.55881006104369	-1.50813241729092	0.146626740804643	0.279184590250194	-5.54444845935741
"AT2G44525"	0.158859739488395	4.41601852202443	1.50808764387276	0.146638130135206	0.279184590250194	-5.52795033160444
"AT5G54110"	-0.128378371954151	5.31838628802502	-1.50789377764426	0.146687453639401	0.279223427582709	-5.64242562391367
"AT5G47840"	-0.346875303329877	5.46239745515786	-1.50785453056428	0.146697440551141	0.279223427582709	-5.64924472837582
"AT3G16360"	-1.84399048097887	-2.8710348847851	-1.5078298340295	0.146703725180341	0.279223427582709	-4.38916121842877
"AT1G16080"	-0.866074997067646	4.38303670641989	-1.50779923354263	0.146711512519264	0.279223427582709	-5.4709691886469
"AT4G09830"	-0.158590767768969	6.31474201288014	-1.50752678127004	0.146780862269167	0.279329234974536	-5.70959947292656
"AT2G27680"	-0.805136496562601	4.33944023863543	-1.50747671743247	0.146793608398857	0.279329234974536	-5.46926611328636
"AT3G26990"	-0.153738405581495	4.0185297194274	-1.50735705911279	0.146824076793849	0.279337326643745	-5.44903608875691
"AT1G25420"	0.120224493674494	4.7845429401844	1.50734214665883	0.146827874290528	0.279337326643745	-5.56914458984696
"AT1G47990"	0.989949105016552	-0.945298779303615	1.50730389857668	0.146837614636591	0.279337326643745	-4.53089870951713
"AT3G04810"	-0.38790194230223	6.4821686775705	-1.50714720381898	0.146877524428633	0.279388036000323	-5.71738814719657
"AT2G16405"	-0.179741006806906	4.63758424015679	-1.50702349478738	0.146909039122723	0.279404379594108	-5.55308464392252
"AT5G19280"	-0.147472100025063	4.95830025967161	-1.50693522417996	0.146931529323681	0.279404379594108	-5.59719564396902
"AT3G21470"	0.491259450455667	0.139888572212641	1.50688217944922	0.146945045789641	0.279404379594108	-4.68740032355501
"AT5G09300"	0.307435217962536	4.03577629754257	1.50686467494045	0.146949506383084	0.279404379594108	-5.45312181658718
"AT5G11440"	-0.919161508006763	2.01887771435751	-1.50685336370965	0.146952388831113	0.279404379594108	-4.98901837489752
"AT1G60680"	0.33374372759326	5.67875549660996	1.50679563975953	0.146967099384281	0.279407147819322	-5.68978364511269
"AT1G73160"	0.397055204419137	2.71895199178459	1.50645520316555	0.147053881906863	0.279546923130731	-5.15463874716054
"AT1G60440"	-0.168097050305491	4.57477269096477	-1.50607830957948	0.147150006932921	0.279686255870524	-5.55985866799011
"AT3G21250"	-0.262756821881706	6.03251028623602	-1.50606378377317	0.14715371270683	0.279686255870524	-5.71205288283217
"AT4G00695"	0.551503066533012	0.215840981162405	1.5058412087471	0.147210504863755	0.279768972460148	-4.67161062840393
"AT2G41820"	0.26725511209166	5.73959554773798	1.50554874950341	0.147285155996429	0.279885611503174	-5.69207841761726
"AT1G15530"	-0.459785009580123	4.16861545599221	-1.5051364229556	0.14739045640457	0.280060467009945	-5.45985621299609
"AT4G26850"	-0.638011865301592	7.24219428224911	-1.50500221111716	0.147424744895663	0.28008825398505	-5.72502329272573
"AT4G34420"	0.526296901870834	1.36256078458747	1.50488014006297	0.147455937338411	0.28008825398505	-4.91993333709222
"AT5G18100"	-0.178547974217156	4.17264742995232	-1.50484214452127	0.147465647327895	0.28008825398505	-5.4713789085194
"AT4G29940"	0.245573851067816	4.32351782301006	1.50483633925126	0.147467130945807	0.28008825398505	-5.50740011943153
"AT3G16890"	0.304447006033376	2.19231557891505	1.50480285938065	0.147475687433803	0.28008825398505	-5.08953505944335
"AT4G04135"	0.377678653093035	1.12076346887589	1.50476719889738	0.147484801671445	0.28008825398505	-4.87673488787432
"AT2G25590"	-0.252738099886275	4.9589339069374	-1.50442002162129	0.147573558673058	0.280231566239804	-5.60238611145944
"AT2G43940"	0.205780021186984	4.8134461519914	1.50436752339954	0.147586983828168	0.280231815807763	-5.59327562631108
"AT5G16760"	0.100627949058898	6.18234866064635	1.50410987978384	0.147652884500597	0.280325482800101	-5.71232541079614
"AT5G11270"	-0.215921528295769	3.81058438274248	-1.50407068923407	0.147662910863962	0.280325482800101	-5.41010497181743
"AT3G45870"	-0.565883395167578	1.30441083190198	-1.50399719299844	0.147681715371363	0.280335935166892	-4.98790290236896
"AT5G57480"	0.218740784843824	5.32183161285364	1.50336128653759	0.147844498371924	0.280614329982245	-5.6617923830241
"AT1G10385"	-0.897592438517715	0.824479180605731	-1.50331515119242	0.147856314087581	0.280614329982245	-4.7981059127283
"AT3G49860"	0.357036142904044	3.53988755873124	1.50324118704708	0.147875258648977	0.280614329982245	-5.36771404575286
"AT5G35220"	-0.592616714056898	3.60542993035976	-1.50317950932982	0.147891057789134	0.280614329982245	-5.35887090945763
"AT4G14220"	-0.196812770863246	4.68506297620871	-1.50316437843448	0.147894933875842	0.280614329982245	-5.564147715201
"AT5G02090"	-0.338913152335392	5.61229007546952	-1.50293592407498	0.147953467235663	0.280700125040751	-5.67287282527177
"AT1G33770"	-1.95885039018603	-1.05637126187761	-1.50286627421359	0.147971316331324	0.280708724645817	-4.46599559382532
"AT3G54085"	0.17400915295499	3.39402015250201	1.50259250420654	0.148041492193571	0.280778440822967	-5.35000143137133
"AT5G42030"	-0.260047501231231	4.61632669453627	-1.50255359455246	0.148051468176475	0.280778440822967	-5.57422809385404
"AT5G41050"	-1.35790605114345	0.886545010438437	-1.50249614837143	0.148066197717206	0.280778440822967	-4.73152551406312
"AT1G31540"	-0.674181401816262	4.84463173640572	-1.50244798253426	0.148078548649102	0.280778440822967	-5.5260513522981
"AT3G48530"	-0.207291676343821	7.77605085970091	-1.50244104156236	0.148080328558492	0.280778440822967	-5.72896143851817
"AT2G31350"	-0.244720057063564	6.07595103412024	-1.50241118858779	0.148087984111468	0.280778440822967	-5.70854490657906
"AT4G30750"	-0.106379004533435	4.93283440742689	-1.50214500482169	0.148156259127713	0.280882628151109	-5.60017459870309
"AT4G33360"	-0.310675201677134	6.69136542871477	-1.50195537216138	0.148204914850851	0.280949604771217	-5.72874108159183
"AT3G10270"	0.234579153955927	4.86230373173317	1.50181926393451	0.148239845414959	0.280990553128976	-5.59782224857556
"AT5G63680"	0.140167492879947	6.31383722091527	1.50161384434243	0.148292576702224	0.281046387299343	-5.72286120904301
"AT1G27300"	-0.167006227959754	5.26153824200756	-1.50160064257931	0.148295966125739	0.281046387299343	-5.63364782909049
"AT5G64770"	-3.81106376886734	-1.41512850448177	-1.50151497114676	0.14831796297146	0.28106280649392	-4.41296697760716
"AT5G66390"	-0.531505406685577	7.38944509002231	-1.50143872579359	0.14833754184354	0.281074641084208	-5.73105495506218
"AT5G06811"	0.188691284804186	2.61517284383372	1.50109962513348	0.148424644407885	0.281214408063834	-5.1561459353899
"AT5G03220"	0.161142928115454	3.37020986179725	1.5008147660287	0.148497846702672	0.281306060540067	-5.33464062585164
"AT1G65040"	-0.248422694591809	5.48486803079182	-1.50080752502942	0.148499707860051	0.281306060540067	-5.67714010769672
"AT2G30740"	-0.232198236205578	6.26905470372128	-1.50075188552256	0.148514009546127	0.281307873235003	-5.72204641389992
"AT1G55000"	-0.228881745121509	4.56403764773571	-1.50036117918243	0.148614469262706	0.281472867210946	-5.52863724339858
"AT4G35480"	-0.640537228987794	1.3892459148117	-1.50018399803908	0.148660045023524	0.281533891752393	-4.88873900447292
"AT3G09660"	0.397196522457298	2.10291937626467	1.50009607231034	0.14868266614134	0.281551437500849	-5.0810969677929
"AT5G62370"	0.359208792962407	2.24180202948828	1.50002357225105	0.148701320737787	0.281561469608601	-5.1270522413788
"AT5G23370"	-0.323149801926252	2.60713567091176	-1.49971919554738	0.148779659188576	0.281684499343918	-5.22451134729579
"AT1G12550"	-0.410819635385703	2.33149730979988	-1.49945114165291	0.148848677124218	0.281789862036687	-5.10625406536875
"AT1G72600"	0.183323057444066	2.92169079594316	1.4992295948734	0.148905740312265	0.281872575950301	-5.21171222273287
"AT5G15450"	-0.569806501615264	6.28376756845814	-1.49914792350035	0.148926780702788	0.281887091426307	-5.71834861360709
"AT2G19390"	0.138093480411625	4.8984303412423	1.49891808359768	0.148986005729449	0.281973873296533	-5.59619273543565
"AT5G25040"	-2.84656484655986	-1.32945797546771	-1.49870365270183	0.14904127757242	0.282053158382854	-4.4079763898443
"AT2G08455"	-0.888127795451711	-0.544241763999521	-1.49843789985652	0.149109801507595	0.28214751101798	-4.53011841841879
"AT5G20935"	-2.0994184896672	-1.02878076492561	-1.49838001636836	0.149124730093116	0.28214751101798	-4.47674827883098
"AT5G41860"	-0.340165160318307	2.11492949897983	-1.49835458743319	0.14913128879328	0.28214751101798	-5.08315056080164
"AT5G02690"	0.483397961007971	0.978670434178082	1.49827521111791	0.149151763268884	0.282160923423501	-4.85942195232252
"AT2G05210"	0.27015711685297	3.70152404576938	1.49784162367405	0.149263644280852	0.282347238104843	-5.4140757381986
"AT2G37640"	-1.72343394967556	1.47819921726703	-1.49743966256495	0.14936742597711	0.282518200053609	-4.85009234264614
"AT3G62830"	-0.312046491328598	8.26851522409291	-1.49699882210495	0.149481313825958	0.282708244702242	-5.73283101849004
"AT3G25795"	-0.528971359132322	0.60316732198047	-1.49691508340698	0.149502955131343	0.282723808573491	-4.84428518824813
"AT1G03960"	0.25736750087694	3.52661401482192	1.49595155887754	0.149752151676246	0.28316965889265	-5.39605538964262
