"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"AT5G07580"	-0.779668322264502	4.89134226390581	-3.20437283767626	0.00431366384842816	0.0273151198332429	-2.40927045553237
"AT4G19050"	1.7354974494747	-0.120649680851116	3.20416321047792	0.00431575326183966	0.0273161950760239	-1.93723743969147
"AT5G51350"	0.458473870302366	4.65943142609443	3.20409580477521	0.00431642532249695	0.0273161950760239	-2.39024157848084
"AT1G19080"	0.528235860106558	2.595439048958	3.20392191568422	0.00431815953307185	0.0273189684745362	-2.07910122723149
"AT1G20610"	0.778459036254925	4.32330325056193	3.20319096918523	0.00432545673434306	0.0273569240803936	-2.35440525407265
"AT2G29750"	-1.1036382647852	6.97851642376453	-3.20264341608911	0.00433093092998156	0.0273833305350964	-2.52913142978054
"AT1G52905"	0.526489986536042	2.98065322071519	3.20220680100803	0.00433530084129165	0.0273924663900743	-2.14580237719256
"AT1G48560"	0.567829875035483	2.87279854936481	3.20219571526266	0.00433541184999703	0.0273924663900743	-2.11251405541831
"AT5G58800"	-0.619030380937797	5.36007078267359	-3.2021096061712	0.00433627420985189	0.0273924663900743	-2.45960576049961
"AT5G04150"	-1.26314011813753	2.1239755863389	-3.20063195682689	0.00435109848355728	0.0274703252936675	-1.99332452447238
"AT3G13670"	0.198971691665569	7.29028115810653	3.20047918751418	0.00435263392314189	0.0274703252936675	-2.53768143418705
"AT5G25450"	-0.986149803625898	2.59677052369273	-3.20042223735239	0.00435320644726781	0.0274703252936675	-2.06847755882213
"AT1G07920"	0.427488210820425	8.24406424818367	3.20028091044158	0.00435462753320951	0.0274703252936675	-2.53424670761996
"AT2G40720"	0.743628379656303	1.67429480798485	3.20019884917586	0.00435545289160126	0.0274703252936675	-1.96464870521892
"AT2G03140"	-0.350178050197138	5.702988043635	-3.20010288406214	0.00435641828542365	0.0274703252936675	-2.49689971573566
"AT1G45110"	0.829631781691966	1.32919417471252	3.19873745055281	0.00437017688175459	0.0275434485508082	-1.94467302969571
"AT4G18040"	0.372179819387933	5.75364059449168	3.19869276469063	0.00437062786539152	0.0275434485508082	-2.5117266449072
"AT2G27660"	-1.66655530318446	5.1195191099172	-3.1984670898746	0.00437290613701381	0.027549570044307	-2.3921126147933
"AT1G73680"	-1.26131431243285	3.80255706117075	-3.19795050522709	0.00437812559778178	0.0275742120111263	-2.21110969087721
"AT3G25505"	2.24493035376991	-1.86238167466904	3.19769910578826	0.00438066787362	0.0275819829079778	-2.37728229124613
"AT1G76390"	-0.312967569638691	4.87478463970945	-3.19736101252266	0.00438408910260065	0.0275952816610396	-2.41970438227071
"AT5G58920"	0.384426916655361	4.23883082975802	3.19676833234104	0.00439009281088932	0.0276248228219543	-2.33416742418206
"AT3G53940"	0.720123527116702	2.8465749662844	3.19663470015344	0.00439144757635691	0.0276251014352742	-2.12752333281534
"AT5G14690"	0.475678610079326	4.39864010966807	3.19589173301084	0.00439898720220311	0.0276626992774372	-2.34736779415873
"AT3G05640"	-0.746156250196727	3.01215318884609	-3.19578721159997	0.00440004889360753	0.0276626992774372	-2.13370222507205
"AT4G16490"	-0.486004248541283	6.65121198643267	-3.19522654300938	0.00440574821778125	0.0276889488116268	-2.54429379145674
"AT3G25600"	-0.73576316039703	3.6303007671795	-3.19511811915807	0.00440685119843491	0.0276889488116268	-2.21421701092348
"AT3G58620"	-0.417429526592665	5.33252057936373	-3.19483390211431	0.00440974377234456	0.027691142204736	-2.47924024309278
"AT1G13260"	-1.19632630885562	5.47345335428011	-3.19477424323795	0.00441035117533507	0.027691142204736	-2.4881491455462
"AT2G18020"	0.536528699126396	9.25338919943755	3.19469666380896	0.00441114115386639	0.027691142204736	-2.53519141176758
"AT4G01970"	1.31086803897902	2.4832140566763	3.19436829604696	0.00441448639155121	0.0277038919719855	-2.08735306955818
"AT5G07090"	0.591194239443707	8.67007064579622	3.19396600424687	0.00441858808847497	0.0277213800312656	-2.54392803410487
"AT1G18690"	0.466755631586592	3.69954977096761	3.1934565325492	0.00442378788765449	0.0277457449187018	-2.25399503489353
"AT5G53090"	0.574764646867879	3.47611323325136	3.19324524387318	0.00442594609801486	0.0277510243147392	-2.22716215598003
"AT2G27170"	0.307247178634387	6.38825276908289	3.19155923741647	0.00444320451989196	0.0278509519117819	-2.55089423320854
"AT2G42005"	1.47097054032309	-1.29880238973083	3.19140528523454	0.00444478367027857	0.027852568302459	-2.14812979856621
"AT1G30330"	0.454102408333938	6.02054026407369	3.19120014537757	0.00444688872095829	0.0278574782281726	-2.53974000133296
"AT2G25450"	0.539568457056944	7.96841884937202	3.18984124477387	0.00446085761239694	0.0279366840372334	-2.55646150214324
"AT4G14430"	-0.320531843675117	5.85630166328976	-3.18952763836335	0.00446408739553682	0.0279471623976816	-2.53027753036238
"AT2G19430"	0.45096453810314	4.08026719890054	3.18934415664957	0.00446597809816793	0.0279471623976816	-2.32645926171597
"AT1G26940"	0.36944798857184	4.39023859165797	3.18929046007591	0.004466531566127	0.0279471623976816	-2.37237867820473
"AT3G23330"	0.629365624309493	1.98965620400975	3.1891641413559	0.00446783383682101	0.0279471623976816	-2.02806746091899
"AT1G49720"	0.901779664884463	2.4758081102494	3.18892803984441	0.00447026889175763	0.0279515895367573	-2.10298197119246
"AT2G37500"	0.451569494248109	4.90671034891217	3.18883841878063	0.00447119354449458	0.0279515895367573	-2.45599465152385
"AT3G54650"	0.38361319931289	5.81349381891055	3.18856721334833	0.0044739928004722	0.0279607969860522	-2.52962184167188
"AT3G03870"	-0.915718532393816	4.9980177087247	-3.18787646084886	0.00448113011800644	0.0279895133953936	-2.40368247450094
"AT3G47690"	0.749831069351075	3.25241528906436	3.18781486004526	0.00448176715569215	0.0279895133953936	-2.22744417719897
"AT1G07260"	0.627825099466165	4.20556632374688	3.18773713888275	0.00448257102575184	0.0279895133953936	-2.34831221027635
"AT5G12340"	-1.41405397698843	1.68462485351112	-3.18705622857174	0.00448961967320141	0.0280245506319035	-1.97943428550863
"AT4G31180"	0.283767073459856	7.34036181327267	3.1869383348804	0.00449084117811053	0.0280245506319035	-2.56743945964899
"AT1G50590"	-1.19466679679173	2.18457037387991	-3.18679718155871	0.00449230410236159	0.0280253833908796	-2.05282710739718
"AT5G10110"	0.453405349621628	3.70013772399843	3.18574166150382	0.00450325827931861	0.0280854096236794	-2.28383749686406
"AT1G80960"	-0.807009299997977	1.54008088297739	-3.18517227082056	0.00450917817903904	0.0281140124265433	-1.97387439722947
"AT3G26520"	-0.631183603038771	10.5041011724444	-3.18487139837026	0.00451230937249429	0.0281252163134771	-2.5404170570215
"AT5G41380"	0.83503805037476	2.23456083080771	3.18473550678373	0.004513724294756	0.0281257192236052	-2.10720623739136
"AT2G41650"	0.565497830600365	5.20894642718834	3.18457429346185	0.00451540342936559	0.028127867698294	-2.50700839083964
"AT5G13060"	0.702846357629722	3.25967159955896	3.18408680906562	0.00452048456724879	0.0281512007910205	-2.24296388737981
"AT5G52540"	0.472258113451638	5.91246987992883	3.18371989347678	0.00452431265734449	0.0281667190835268	-2.55792863489032
"AT4G11650"	1.27464539148487	5.16266034066666	3.1831979215206	0.00452976390188233	0.0281923303961262	-2.46016779033689
"AT5G13780"	0.357651118336725	6.64010333316665	3.18294442092597	0.00453241365098583	0.0282004957977513	-2.57314470525269
"AT5G44200"	0.404378321190154	5.46346829104349	3.18219545953044	0.00454025106804881	0.0282409243182263	-2.52224139936462
"AT1G70300"	-0.711897360078286	6.58704031749229	-3.1818641886292	0.00454372180974026	0.0282541757372639	-2.57481427360277
"AT5G65860"	0.608623953161787	4.62943940948319	3.18142467397015	0.00454833060411958	0.0282744939943499	-2.43851998267403
"AT1G65470"	0.625018996607358	4.28855693871074	3.18028029929034	0.00456035194068572	0.0283261313978396	-2.40022902862643
"AT4G16141"	0.651498017164821	4.90819848453407	3.18021902949125	0.0045609964323098	0.0283261313978396	-2.45593183205246
"AT5G15630"	-0.732132828784953	4.26139312364649	-3.18014212524913	0.0045618055064543	0.0283261313978396	-2.39786333196058
"AT1G53670"	-0.920734058790448	4.8655709648154	-3.18012248557681	0.00456201214875074	0.0283261313978396	-2.44168963340999
"AT3G47710"	1.17144245546343	1.62882854236481	3.17943303005974	0.00456927214090602	0.0283628553387217	-2.00643442617431
"AT2G37100"	0.843604063279384	2.14036848548397	3.1786426421899	0.00457760875843416	0.0284062386304951	-2.05325932235736
"AT4G04620"	-0.561943372831074	4.1809228773368	-3.17792513736309	0.00458518943046529	0.028444906766983	-2.37663552073731
"AT3G16800"	-0.676992546571433	6.75693292899379	-3.1777047752652	0.00458752007364281	0.0284479476085291	-2.58461554248359
"AT3G02680"	0.733279196923967	2.49460265208867	3.17760050243853	0.00458862330827212	0.0284479476085291	-2.12004921009878
"AT1G52080"	-0.504695814744387	4.66158780102257	-3.17749610025181	0.00458972816966829	0.0284479476085291	-2.44900222673335
"AT1G79650"	0.466076614971366	5.47156795171547	3.17617410211305	0.0046037408991523	0.0285264133316081	-2.53597626345279
"AT4G39090"	-0.718777995928642	9.31867848882965	-3.17587258141967	0.00460694272857667	0.0285378644485443	-2.57739117870961
"AT4G34230"	-0.527526786235023	7.0462542947951	-3.17486766174825	0.0046176295267001	0.028595661111292	-2.59394245791094
"AT1G66410"	0.359362669764702	7.55858155745936	3.17459306080467	0.00462055394964246	0.0286053677704737	-2.59395324301373
"AT5G61950"	0.785910950148762	1.61642607493479	3.17405307511255	0.00462630989124987	0.0286325932200667	-2.02538036773511
"AT1G09210"	0.387560149308053	8.24985258531531	3.17382746680402	0.00462871680937086	0.0286390814034452	-2.59250916540056
"AT5G47450"	-0.900193724550821	7.62131690942655	-3.1732362379166	0.0046350301454576	0.0286697287166215	-2.59671985603767
"AT3G50620"	0.55886759222034	4.15914228387505	3.17306136580573	0.00463689908874965	0.0286728755619955	-2.38371700280821
"AT1G49300"	-0.442890875403672	6.45193877380097	-3.17244965426361	0.00464344250503343	0.0286918528908086	-2.59434888960047
"AT5G19510"	0.473441904592795	8.7024317330784	3.17240310385871	0.00464394081687101	0.0286918528908086	-2.59160889296356
"AT1G07770"	0.463264253504022	8.07810415599037	3.17239278067784	0.00464405133128268	0.0286918528908086	-2.59689672390638
"AT4G03270"	1.03201436480204	1.15291927662957	3.17138398903538	0.00465486323530437	0.0287502247290407	-1.9837611741446
"AT5G11040"	0.237254133202013	6.21083210089928	3.17119738582089	0.00465686586480419	0.0287541688430206	-2.58794764008104
"AT1G54710"	-0.574308107182958	6.41203708886739	-3.17024164966761	0.00466713596379722	0.0288091438116678	-2.59435547663574
"AT5G65560"	0.330965332524091	4.12181046904827	3.1693776050845	0.00467643968941026	0.0288581231419111	-2.38447041679587
"AT1G53720"	0.512658782795303	4.55155463000064	3.16883292838109	0.00468231382369744	0.0288859161262927	-2.43545227337126
"AT1G28510"	0.392852392390764	4.94646284543241	3.16729093149005	0.00469898254833648	0.0289802668574994	-2.48881972529826
"AT3G48770"	1.82480958690754	-1.08260977470935	3.16690648761421	0.00470314728279403	0.0289924922132103	-2.11481488143209
"AT5G20830"	1.06578015355491	6.72955329052412	3.16685405872496	0.00470371552984721	0.0289924922132103	-2.60266627865428
"AT2G34780"	0.461429679635009	4.8759782700454	3.16655308127861	0.00470697894355359	0.029001198906421	-2.50184603785152
"AT1G09690"	0.549976032768758	8.32510197481258	3.16647004836643	0.00470787963272167	0.029001198906421	-2.60769236409067
"AT3G23910"	0.506184010762827	4.32965302575002	3.16582195521926	0.00471491549288654	0.029028828934357	-2.41794074019165
"AT5G38690"	0.470800192464061	4.80602157047349	3.16573749812173	0.00471583313139203	0.029028828934357	-2.49525898400376
"AT5G05270"	-0.572303445907698	6.62339795575689	-3.16561969536719	0.00471711336475862	0.029028828934357	-2.6120400844398
"AT4G37190"	0.421213887049948	4.09615742629676	3.16554978875479	0.00471787324141873	0.029028828934357	-2.39128168016435
"AT1G43710"	0.316674091639778	7.26788244884076	3.16496783556968	0.00472420361681109	0.0290567668283175	-2.61584812763796
"AT1G29250"	0.643883905424748	6.10831302005891	3.16487900525822	0.00472517062084783	0.0290567668283175	-2.59933290703862
"AT1G27020"	1.15332209227471	3.77828503638105	3.16463831082025	0.00472779177863803	0.0290644067348176	-2.30412945242833
"AT2G03505"	0.902296065364426	3.43675741427228	3.16430287877139	0.00473144698085618	0.0290783971884689	-2.29060071952422
"AT2G40000"	-1.65748553828762	6.85676125464277	-3.16320527417086	0.00474342675521274	0.0291288118179427	-2.60491797430199
"AT5G48250"	0.636105237111302	2.98897572768779	3.16310899731773	0.00474447896931417	0.0291288118179427	-2.21859725509127
"AT3G54020"	-0.529579244213425	4.31054359921039	-3.16309501080162	0.00474463184742583	0.0291288118179427	-2.42627111875913
"AT2G17620"	0.938973145919666	2.63766190165253	3.16304510201218	0.00474517740905195	0.0291288118179427	-2.17291663866972
"AT4G14770"	0.666160474602823	3.53328429842178	3.16203684008125	0.00475621194129712	0.0291866147834734	-2.32167962249574
"AT5G01830"	-0.605964507528363	5.80362599522531	-3.16193181056719	0.00475736282713543	0.0291866147834734	-2.5816868731871
"AT5G61040"	-0.403247920108631	2.9265403722843	-3.16177573750803	0.00475907353390775	0.0291886150988582	-2.22780617063319
"AT2G26480"	-0.820499018724426	3.60637067221244	-3.16155535894723	0.0047614901057161	0.0291949422421453	-2.31113393399744
"AT5G50210"	0.358799906026651	5.29244524074736	3.16109105301506	0.00476658537267183	0.0292111733621788	-2.55755538679511
"AT3G53780"	-0.641776440969203	5.54213625021494	-3.1609741194493	0.00476786942877673	0.0292111733621788	-2.56448029791041
"AT5G23400"	0.450752403827019	4.58399224403778	3.16081289511351	0.00476964039553476	0.0292111733621788	-2.50098870948931
"AT5G08640"	-0.794465394912347	7.09291018492812	-3.16080927166595	0.00476968020458347	0.0292111733621788	-2.62454841790851
"AT4G28990"	0.474095588379208	3.58789607526112	3.16063279380435	0.00477161947095131	0.029214562430338	-2.29895964068664
"AT4G34370"	-0.355474503125155	5.15233864508655	-3.16026719581331	0.00477563936058935	0.029230684588044	-2.53712676051289
"AT3G25430"	0.722172119990575	2.91524762053574	3.15958451205775	0.00478315452820393	0.029268185037602	-2.22702058385031
"AT1G30880"	0.439888740857818	6.37975017724044	3.15907227943703	0.00478880085732361	0.0292942315938426	-2.61750375115315
"AT1G28670"	-1.06254502657401	3.96241742886896	-3.15865050371615	0.00479345493639058	0.0293137643637578	-2.32645848191109
"AT5G43460"	0.342510807383705	6.71112353596582	3.15853093448455	0.00479477511984047	0.0293137643637578	-2.62707338534622
"AT3G60360"	0.690750742907232	4.63802250720846	3.15822765458693	0.00479812526521146	0.0293257409656879	-2.48301648200811
"AT4G16720"	0.572776611134222	8.6223776126201	3.15783778624061	0.00480243523601933	0.0293396855419242	-2.62412990209216
"AT5G66560"	0.412925131997132	5.32545818211688	3.15776950606287	0.00480319045565372	0.0293396855419242	-2.55929316054251
"AT1G20580"	0.49520733654359	5.99593414874943	3.15751099934812	0.00480605073871162	0.0293477157108925	-2.61088956267572
"AT3G57000"	0.562651997156809	5.27891728232749	3.15739909020536	0.00480728948528045	0.0293477157108925	-2.56312520129291
"AT5G66800"	1.02001945741743	1.23371338676803	3.15711442279117	0.00481044192696169	0.0293539205513219	-2.02825359370437
"AT5G60790"	0.381814380993288	7.6410603550416	3.15705584545067	0.00481109086834997	0.0293539205513219	-2.63248346931505
"AT5G27395"	0.714498972077783	4.5644655817754	3.15689272799893	0.00481289839124568	0.029356451992899	-2.48322415861331
"AT4G31405"	-1.59854824756907	0.183572503163489	-3.15664904327688	0.00481559991653426	0.0293644333932723	-2.01842174220156
"AT1G10150"	-0.944190423920941	4.80035407954037	-3.15595462543221	0.00482330640855752	0.0294029205009811	-2.50030203020894
"AT2G42710"	0.728184562277035	5.17300561180795	3.15565520251435	0.0048266330268231	0.0294146933233394	-2.55624150692601
"AT5G58230"	0.428096927080567	5.46788554191809	3.15457546719675	0.00483864748807976	0.0294774866423435	-2.57914164811476
"AT3G49710"	0.83657961069374	1.92447223656593	3.15447799978216	0.00483973345679083	0.0294774866423435	-2.10358477503112
"AT1G06570"	-0.820978091453014	5.89002958158981	-3.15417542729429	0.0048431061848834	0.0294895084856563	-2.59094767607688
"AT5G58350"	-0.683949590563656	6.60055037581801	-3.15354295578432	0.00485016361147495	0.0295079655834505	-2.63644138396627
"AT5G20520"	0.229264282925078	6.20862461521606	3.15352892810928	0.00485032025216696	0.0295079655834505	-2.62608939105264
"AT5G03285"	-0.783267173851475	1.83662047709972	-3.1535274419641	0.00485033684756432	0.0295079655834505	-2.06914154549767
"AT3G49410"	0.969854565599281	2.196070622587	3.15289605181809	0.0048573924022808	0.0295423634853085	-2.13020110821196
"AT5G62410"	0.616156336690765	5.29896320863449	3.15245898653345	0.00486228227750754	0.0295635738130542	-2.57776812141298
"AT5G43880"	-0.405169456322756	6.42109048172961	-3.15116523418209	0.00487678474802692	0.0296402041723465	-2.63900593900858
"AT3G53870"	0.542177796837271	8.13912001597891	3.15108391225855	0.00487769773595208	0.0296402041723465	-2.64302437336215
"AT2G31260"	-0.638641469513316	6.11508903537781	-3.15084765632473	0.00488035108318773	0.0296477812200569	-2.62587708981643
"AT3G54250"	0.463107764410151	4.83184247961703	3.15043909254265	0.00488494289257019	0.0296671265270469	-2.52461855231258
"AT5G06930"	-0.706729048045164	5.38772213776471	-3.1496367308675	0.00489397275716052	0.0297134060256175	-2.57281632421221
"AT4G13970"	0.325987610098371	4.56285709026375	3.14884875294504	0.00490285650077484	0.0297514239371406	-2.49256836557225
"AT1G20910"	0.460370068313626	3.72240104596411	3.14874396538897	0.0049040390639702	0.0297514239371406	-2.36701683130676
"AT1G17130"	0.316617409379898	5.52737697201484	3.14870590964605	0.0049044686044385	0.0297514239371406	-2.60130672488952
"AT5G64710"	0.887265101882714	2.31802288578081	3.14804124307818	0.00491197667512569	0.0297750605393421	-2.1529805888347
"AT3G47220"	0.812135218861557	4.1723004294316	3.14789904943024	0.00491358434078204	0.0297750605393421	-2.41706520745176
"AT2G21290"	0.392642050936476	4.8770897467741	3.14780053185289	0.00491469849657193	0.0297750605393421	-2.52828745203776
"AT2G17050"	1.59085714631151	0.810232074657529	3.14776597028059	0.00491508941863745	0.0297750605393421	-2.00972315043817
"AT5G23330"	0.424607763803677	3.52221630971565	3.14764896829443	0.00491641303882556	0.0297750605393421	-2.33225514685123
"AT5G01990"	-0.537297519790867	4.80579671921074	-3.14761123952238	0.00491683993061907	0.0297750605393421	-2.50625514586589
"AT3G05685"	0.729143689801384	1.14355016877486	3.14703340402622	0.00492338249039831	0.0298040020569264	-2.03147338999551
"AT1G22780"	0.561024493040895	7.75207972901297	3.14693947258458	0.00492444682942479	0.0298040020569264	-2.6540975000132
"AT2G40270"	-0.456488348517502	5.27382271573489	-3.14671029325315	0.00492704460140957	0.0298111653839592	-2.56969576776124
"AT2G44820"	0.379729123439638	4.45444869502971	3.1464172232106	0.00493036851775083	0.0298227168878587	-2.47849589493884
"AT4G39980"	-0.422856881921914	6.89090999137481	-3.14579142773936	0.004937473391232	0.0298569919069921	-2.65775709089956
"AT1G14320"	0.497098619593579	9.16010916851975	3.14566872128477	0.0049388676840456	0.0298569919069921	-2.64418503528776
"AT2G01660"	0.492704212395721	4.41071787742373	3.14541683316866	0.0049417310427963	0.0298657369214868	-2.49609589640816
"AT5G35400"	0.772375830152866	2.64284030173731	3.14527582823925	0.00494333463058566	0.0298668655811825	-2.19986014027871
"AT5G51750"	1.36806257244621	4.33348372311938	3.1450771171217	0.00494559534241658	0.0298719626986079	-2.41203206558364
"AT1G27680"	0.730232014646623	3.68152760073035	3.14488940217212	0.00494773187304923	0.0298763070420733	-2.39045698621679
"AT5G61130"	0.633473331099027	5.72142377568707	3.14443050383178	0.00495295872305391	0.0298840363292602	-2.61575861249712
"AT2G34260"	0.78041408873659	3.89024939014651	3.1443683448639	0.00495366712502635	0.0298840363292602	-2.41182128011274
"AT4G34265"	0.434094216040263	4.77135704277007	3.14423760880164	0.00495515739454099	0.0298840363292602	-2.51289371001734
"AT3G57830"	0.640607182850862	3.10412723049038	3.14420114404468	0.00495557313638705	0.0298840363292602	-2.2857364706316
"AT5G58900"	-0.748040737471891	5.76303234502824	-3.14415492453813	0.0049561001426515	0.0298840363292602	-2.62022595781359
"AT2G27130"	0.529470445861379	2.80866403302823	3.14388969616296	0.00495912539315826	0.0298880435634448	-2.23263510799467
"AT4G03090"	0.465808362546497	4.30737862274453	3.14372893814226	0.00496095990435132	0.0298880435634448	-2.4731717534063
"AT2G24570"	-0.462678370413354	5.94881896153186	-3.14372382743512	0.0049610182366458	0.0298880435634448	-2.64015883248585
"AT2G27220"	-2.5650139133417	-1.89116775640979	-3.14336765649029	0.00496508511867287	0.0299039983718926	-2.57402117083952
"AT5G20920"	0.352504934062734	6.64835300201334	3.14270572350931	0.00497265188462935	0.0299410173458973	-2.66244317500933
"AT4G39235"	-0.654560361785683	1.97864700561721	-3.14225826656208	0.00497777323950356	0.0299564375702375	-2.11061889388809
"AT5G65460"	0.327231383995962	5.82445122794501	3.14223365603921	0.00497805506681889	0.0299564375702375	-2.6395054248124
"AT5G45430"	-0.328963784772486	7.38316169686169	-3.14186580032796	0.00498226940946819	0.0299670253959097	-2.66652920546473
"AT2G16530"	0.514693263426699	4.75412841538954	3.14177829800101	0.00498327238992912	0.0299670253959097	-2.51870857818028
"AT4G37970"	0.881608233276213	2.18080359504853	3.14170791620764	0.00498407927125518	0.0299670253959097	-2.15295426696663
"AT2G35040"	0.559873801523112	6.07514179192277	3.14096710794552	0.00499257984151611	0.0300095760077444	-2.65101993913644
"AT1G09680"	0.697900195830353	1.1893842788357	3.14067744735337	0.00499590743796109	0.0300210173295952	-2.0488596236848
"AT1G45332"	0.403818904040531	5.474825163947	3.13999789877987	0.00500372247633494	0.0300509626163103	-2.61735014707642
"AT5G44635"	0.758788299741734	4.13968958640087	3.13999621302951	0.00500374187776324	0.0300509626163103	-2.45412019238803
"AT1G08750"	0.401692516590308	4.25056735648421	3.13924249497827	0.00501242378578954	0.0300945295939742	-2.46092833113351
"AT1G12430"	0.527375348480903	5.09445841171436	3.13855935576411	0.00502030532728238	0.0301332677389272	-2.58488758769403
"AT4G22010"	0.520426201938023	6.93445971598199	3.13832122822527	0.00502305548478236	0.0301411926043872	-2.67327416414343
"AT1G09970"	-0.425532937187027	8.71527266629697	-3.13749430284248	0.0050326170706928	0.0301899737763814	-2.66732144965054
"AT5G02170"	-0.753792895477644	2.13388741519799	-3.13690835314637	0.00503940297707803	0.0302220810118933	-2.15707196299496
"AT1G72810"	0.450406096253199	5.23902879646419	3.13657719275633	0.00504324208062426	0.0302365025766665	-2.60800342047372
"AT5G56720"	0.958444776296485	1.6480131551478	3.1362610565775	0.0050469096551791	0.0302455234645216	-2.10993961421276
"AT2G32960"	0.860566433263779	3.97935387354102	3.13620017129505	0.00504761629735233	0.0302455234645216	-2.46803008757737
"AT1G10360"	-1.55647503538344	3.01737924657604	-3.13546642026689	0.00505613984908333	0.0302759523090581	-2.23479229212761
"AT4G00200"	0.557881784370727	3.22565913100993	3.1352635746787	0.00505849864677457	0.0302759523090581	-2.31218818797409
"AT3G24830"	0.516656574095103	8.65854432184194	3.13524902436505	0.0050586678866476	0.0302759523090581	-2.67329420206364
"AT5G62990"	0.707616908269126	1.59275922631567	3.13523953083165	0.00505877831226951	0.0302759523090581	-2.09444302550936
"AT5G01380"	-1.3310194837538	0.357419652102606	-3.13514519597907	0.00505987571085445	0.0302759523090581	-2.03452825832035
"AT2G26180"	0.9335151292075	3.21711054104714	3.13481709901089	0.00506369426437424	0.0302902029208311	-2.31894416090893
"AT1G02230"	-1.83505424119906	-0.203952414300773	-3.13453922583464	0.00506693047319738	0.0303009629432626	-2.05621050453729
"AT2G01250"	0.549468116632587	8.9777405687454	3.13423531290605	0.00507047224540958	0.0303050859285021	-2.67139885203113
"AT5G02800"	-0.403399260173034	4.87120378782022	-3.13423334692256	0.0050704951646028	0.0303050859285021	-2.55308482259458
"AT5G17380"	-0.476726784966342	7.39916440185831	-3.13400670421417	0.00507313801049112	0.0303105356740354	-2.68342303046946
"AT1G79530"	0.38192976986511	8.45876066947241	3.13388267504346	0.00507458486083351	0.0303105356740354	-2.67774788660219
"AT5G03660"	0.250855659795387	6.20873319130489	3.13377524331107	0.00507583841859503	0.0303105356740354	-2.67349013511541
"AT5G20710"	1.25868567177691	-1.10409911747483	3.13366213704195	0.00507715851352082	0.0303105356740354	-2.14892332477991
"AT3G52630"	0.830414569504739	2.79625277066627	3.13285170738436	0.00508662700359476	0.0303546879488353	-2.2520768179529
"AT1G72740"	-0.329352563129001	4.42098603308124	-3.13278268692792	0.00508743418041913	0.0303546879488353	-2.50983109820075
"AT3G14120"	0.434599897059957	5.12211623190574	3.13227995642495	0.00509331723309762	0.0303687967486911	-2.59860107595106
"AT1G18090"	0.624733274582061	2.62907821553434	3.13227783361569	0.00509334208860899	0.0303687967486911	-2.24069221992838
"AT3G61820"	0.784685626705532	5.87783362545058	3.13221133679307	0.00509412074494174	0.0303687967486911	-2.66071477800247
"AT1G09640"	0.352335459463262	8.43724976571717	3.13194280505159	0.00509726633876096	0.0303729761118792	-2.68304799595104
"AT2G33340"	0.303360421373104	7.4750788323744	3.1319054995637	0.00509770348595013	0.0303729761118792	-2.68822657136443
"AT3G24320"	0.741369329254318	2.95878268782569	3.13127570816371	0.00510508889313115	0.0304083848169553	-2.2914440841542
"AT3G46560"	0.570885352112045	5.61058251821715	3.13082635618216	0.00511036466963839	0.0304312110836094	-2.64421925506819
"AT3G27060"	0.538819626402644	5.82350946625152	3.13056793920102	0.00511340109860304	0.0304406933517515	-2.6628116598156
"AT1G01490"	-0.444533096465737	6.83305863349229	-3.13025943841003	0.00511702830759097	0.0304536862574866	-2.69116180296776
"AT5G20000"	-0.395453640623239	6.51656171765934	-3.13006117254436	0.00511936074156182	0.0304556633386624	-2.68888177451969
"AT1G11310"	-0.663793784541993	6.94657064828229	-3.12998560168696	0.00512025004137663	0.0304556633386624	-2.69173453325656
"AT1G68350"	1.04930286429389	0.107520261571803	3.12972307262532	0.00512334058423899	0.0304575248645784	-2.04455766261802
"AT2G39420"	-0.973743368349909	6.09300139037556	-3.12971355070933	0.0051234527120396	0.0304575248645784	-2.66389786302936
"AT1G52540"	0.321024220332011	5.29292149165985	3.12944764576605	0.00512658490555069	0.0304675528077273	-2.62614241448575
"AT1G24764"	0.358492522893216	5.32888891172497	3.12881897960577	0.00513399758005084	0.0304974857644344	-2.62814484509297
"AT2G45910"	-0.436116652894433	5.84708124307644	-3.12868205391298	0.00513561346341272	0.0304974857644344	-2.66268098542059
"AT5G51830"	0.377386282494892	5.08374136734205	3.12859126991649	0.0051366850924633	0.0304974857644344	-2.61308063622579
"AT1G49540"	0.538643589903889	4.78584357044707	3.12852999309528	0.0051374085365041	0.0304974857644344	-2.55482572249624
"AT5G42920"	0.292392101579014	5.3134146741525	3.12781938814377	0.00514580526775517	0.0305387317129164	-2.624097807348
"AT3G56630"	-1.02362181183714	2.74243554580078	-3.12753047198073	0.00514922299302027	0.030549650881375	-2.23151956392259
"AT5G54730"	-0.675564159199167	5.7120108528184	-3.1274188841386	0.00515054360685042	0.030549650881375	-2.65042009613788
"AT4G19840"	0.917440941952046	5.56733812157642	3.12593621217178	0.00516812183349347	0.030645290646988	-2.64652648972115
"AT1G50600"	-0.335906095866992	6.14197310786264	-3.12473194078698	0.00518244217195872	0.0307215638315213	-2.6875086191629
"AT5G50260"	-2.00863978140679	2.57414268527426	-3.124309311576	0.00518747688522842	0.0307357513258641	-2.13617222843028
"AT3G02010"	0.944348048168315	1.52917078995921	3.12428626464601	0.00518775157577914	0.0307357513258641	-2.11956541723504
